Transcript,Actual_Label,Predicted_Label,Phishing_Score(%),Is_Correct
"안녕하세요~ 마지막 대화한지 일주일좀 안되었네요. ㅎㅎ. 오랜만입니다. 에이 거진 일주일이라고 하는게 맞을거 같은데요... 그거나 그거나죠. ㅎㅎ 오늘 월급날이라 저녁은 소고기먹으려구요~ 오~ 월급날은 항상 외식이죠! 소고기로 먹으면 첫날부터 타격이 크신거 아닌가요. 급여가 얼마 안되긴 하지만, 그래도 먹고살려고 돈버는건데요 뭐. ㅎㅎ. ㅎㅎ 그럼 고기 먹고 꼭 냉면 드세요. 저는 아직 월급날이 많이 남아서.... 슬프네요. 냉면을 좋아하시나보네요. ㅎㅎ 월급날이 언제인데요? 저는 @날짜@ 입니다. ㅠㅠ 아직 멀었지요? 아이고 한참 남았네요. ㅎㅎ 월급 받으면 뭐하실거에요? 일단, 님처럼 소고기를 먹고싶네요. 소고기 먹고, 신발도 사고싶네요. ㅎㅎ 전자기기는 안사시나요? 수집하는 취미가 있다고 하셨잖아요. 그건 할부로 충분히 살수 있으니깐요. 일단 당장 사고 싶은거 부터 해결해야죠! 아이고.. 할부의 늪에 빠지셨군요. 전 잠시 일좀 하고 오겠습니다. 네. 다녀오세요. 저도 일좀 해야겠어요.",정상,피싱,100.0%,X
"3시간 지났네요~ 퇴근시간입니다! 퇴근하셔야죠! ㅎㅎ. 하하. 네 저는 이미 짐은 다 싸놨습니다! 시간을 기다리고 있지요. ㅎㅎ 퇴근준비가 철두철미하시군요. ㅋㅋ 저는 자주가는 정육점에 소고기도 예약해뒀지요~ 와... 대박 ㅠㅠㅠ 님이 더 철두철미 하신거 같은데요. 저는 먹는거에 진심이거든요~ ㅎㅎ 님은 오늘 퇴근하면 뭐하실거에요? 저는 라면이나 끓여먹어야겠어요. 오늘 애들이랑 와이프가 친정갔거든요. 하하. 월급날이 아니어도 괜찮네요. 천국이시겠어요. 맞아요. 그런데 집에 가면 제가 해야할 일을 적어두고 갔을거 같네요. 그정도는 해야지요. ㅎㅎ 설마 집안일을 아예 안하시는건 아니죠? 그건 아닌데.. 와이프가 이날만 기다린듯이 아주 손을 떼놓고 가거든요. 아이가 없는것만 해도 천국 아닌가요. ㅎㅎ. 전 차라리 아이가 있는게 낫습니다. 같이 놀기라도 하지요. 하하. 그럼 다음엔 님이 아이를 데리고 부모님댁으로 가세요. 전 집에 다와가서요, 다음에 또 대화드릴게요~ 네. 오늘 대화 즐거웠습니다~",정상,피싱,100.0%,X
"오랜만의 대화네요~ 2주만인데,, 월급은 받으셨나요?ㅋㅋ. 그럼요! 와 귀신같으시네요. 오늘이 월급날입니다. 축하드립니다. ㅋㅋ 사고싶은거 사시겠어요! ㅎㅎ 안그래도 오늘 외식하고 백화점 가자고 이야기 해뒀습니다. 와 ㅎㅎ 백화점이라니~ 급여가 좀 되시나보네요. ㅋㅋ. 집 가까운곳에 신발 살곳이 백화점 말고는 없거든요. 그래서 갑니다. ㅎㅎ. ㅎㅎ 월급 다 털리시겠습니다. 마음의 준비를 단단히 하셔야겠네요. 그러니까요. 분명 애들도 자기꺼 사달라고 하겠죠... 이번달에 갖고 싶은 전자기기 하나 봐뒀는데... 멀어져가네요. 하하. 이번엔 어떤게 사고싶으셨는데요? 저 @브랜드명@패드요. 혹시 쓰시고 계신가요? 아 저도 그거 있어요! 동영상 채널 볼때 아주 유용하지요. 정말요? 저는 주로 국내 제품만 썼는데 갑자기 눈에 들어오더라구요. 수집 좋아하시니까 하나쯤 있어도 나쁠거 없는데, @이름1@때문에 좀 힘들겠네요. ㅎㅎ 그럼 쇼핑 즐겁게 하세요! 네.. 다음달로 미뤄봐야겠어요. ㅠㅠ 오늘도 대화 즐거웠습니다.",정상,피싱,100.0%,X
잘 부탁드립니다. 저는 60대 여자이에요. 반갑습니다~ 저는 60대 여자인데. 잘 부탁해요. 서로 잘지내봐요. 그러면 자기 소개 좀 할까요? 그래요.ㅎ 저는 배우를 하고 있는데 그쪽은 무슨일을 하시나요? 멋지시네요. 저는 집에서 재즈 음악이나 가끔 듣고 쉬는데. 그럼 여행같은건 잘 안하시나요? 전 가끔 하는데.ㅎㅎ. 저는 국내는 잘 안다니고 가끔 해외 나가요~ 저도 해외에 가끔 가는데.ㅎㅎ 그런게 SNS에 올리기 좋죠? 그런다네요? 그러면 SNS도 하시고 그러시나보다. 맞아요. 오후에 자기전에 SNS를 정리해서 올려요. 그렇게 여러가지 하시면 너무 피곤하지않나요? 제가 아무데서나 잘 자서 피로회복을 잘 해가지고 괜찮아요.ㅎㅎ. 그러겠네요. 참 저는 오늘은 약속이 있어서요. 그래요. 그럼 약속 잘 다녀오세요. 안녕히.,정상,피싱,100.0%,X
어제는 가족 약속이 있어서 오늘 다시 연락드렸어요. 가족들이랑 사이가 좋은가봐요.ㅎㅎ 부럽네요. 네~ 제가 좀 서글서글하고 잘 지내는편이라서요. 저는 O형이라 그런지 밖에 하도 싸돌아다녀서 가족에는 좀 소홀해요. 그러시구나. 그러면 가족들이 좀 서운해하겠다. 그래도 어쩌겠어요. 천성이 그런것을요. 저는 저번 6월때는 가족들 다 모여서 참 좋았었는데 말이에요. 그러셨군요. 단란한 모습이 보기 좋네요. 그러면 배우일이 바쁘긴 할텐데. 다른건 뭐하시나요? 저는 최근에는 짬 나는 시간에 오보에를 좀 배우고 싶더라구요. 여러가지 하느라 고생하시는데 욕심도 있으시네요 ㅎㅎ. 하고싶은게 많아도 참 탈이에요.ㅎㅎ. 그러면 저는 이만 가볼게요. 또 연락하고 그래요. 그래요. 그럼 다음에 또 봐요. 나중에 또 봅시다.,정상,피싱,100.0%,X
"거의 한주도 절반 넘게 지난거있죠? 잘 지냈나요? 그러네요. 저는 드라마 촬영이 있어서 정말 바빴어요. 아이구. 드라마도 나오시고 TV 나오시는분이구나. 아무래도 배우가 TV에 나오니까 배우죠.ㅎㅎ. 그런 텔런트분이면 참 미모도 곱겠어요~ 그런편인거 같네요.ㅎㅎ 그래도 다 늙어서 무슨 미모에요. 그래도요~ 저는 그래도 아직은 좀 고와보이고싶더라구요. 저야 일 때문에 하는거지만 전 관리가 힘들어서 관두고 싶어요. 아이구. 그런건 좀 고생이겠다. 관리가 아주 힘든가봐요. 그쵸. 장난 아니에요.ㅎㅎ 배우가 연기를 좀 해야할텐데. 그래도 드라마도 나오시고 그러면 되었죠~ 그런가요? 하긴 일이라고 생각하고 열심히 해야죠. 참 저는 오늘은 밥 좀 먹어야겠네요. 고생하시구요. 네, 그럼 다음에 또 봐요. 식사 맛있게 하세요.",정상,피싱,100.0%,X
어제 연락 드리고 또 얘기 드리네요. 반가워요~ 반가워요~ 어제 식사는 잘 하고 주무셨나요. 네. 어제는 식사 하고 같이 도란도란 얘기 하고 잤네요. 저는 다이어트 때문에 아직도 식단 관리를 하는데.ㅎ 부러워라. 다이어트도 하시는구나. 저는 나이 먹으니 식욕이 없네요. 이 나이 먹고 다이어트 하니까 전 영양실조 걸리겠어요. 요즘은 당도 좀 있는게 살은 찌더라고요. 저런 그건 걱정이네요. 검진은 좀 받으시나요? 그럼요. 매일 직접 채혈도 하고 그러네요. 그래도 건강 체크는 꾸준히 하시니 참 다행이네요. 이나이는 약도 먹고 평생 관리 하면서 사는거죠~ 그쵸.ㅎ 이 나이까지 약 한알 안먹고 건강하기는 힘드니까요. 그쪽도 잠 잘 주무시고 건강은 좀 유의하시구요. 그래요. 그럼 다음에 또 봐요. 피부 생각해서라도 이만 자야겠네요. 오늘은 이만 가볼게요. 다음에는 낮에 연락해요. 네~ 또 연락 주시고 안녕히 주무셔요~,정상,피싱,100.0%,X
안녕하세요 저는 20대 여성입니다. 반갑습니다 ㅎㅎ 안녕하세요! 저도 20대 여성입니다~ 오늘 주말인데 뭐하고 계세요? 저는 아버지 농사일 도우러 시골 왔어요~~ 저는 헬스 가끔 하는데 오늘 헬스 하려구요! 직업이 어떻게 되세용? 저는 그냥 회사원이에요! 운동 좋아하시나 봐요~ 그쪽은 직업이 어떻게 되세요? 저는 육상선수에요ㅎㅎ 제 인생에서 가장 기쁘던 때는 달리기를 1등으로 들어왔을 때에요!! 아 어쩐지 주말에도 운동하시는 게 신기했는데 육상선수시구나 ㅎㅎ 주말에 보통 운동 말고는 뭐하세요? 전 주말에 남자친구랑 데이트해요!! 제가 혈액형이 A형인데 남친도 A형이라 뭔가 잘 맞는 것 같기도 해요ㅎㅎ 오 저희 초등학생 때 혈액형으로 성격 나누는 거 엄청 유행했었죠...! 저는 AB형이에요 ㅋㅋㅋ 맞아요ㅎㅎ 전 아직도 혈액형을 믿는 것 같아요ㅎㅎ  저는 MBTI 정도만 믿어요 ㅎㅎㅎ 밥은 드셨어요? 저는 시골 올 때마다 밥 먹고 가는데 싱거운 음식 위주라 좀 그렇긴 해요ㅜ 싱거운 음식을 싫어하거든요~ 저도 싱거운 음식 싫어해요ㅠㅠ 전 곧 식사할 것 같아요!제육볶음 먹으려구용 제육볶음 맛있겠다..! 한식 좋아하세요? 저는 한식 제일 좋아하긴 해요 ㅎㅎ 네 저 한식 완전 좋아해요! 완전 배고프네요! 저 우선 식사 좀 하고 올게요! 다시 대화해용 넵 맛있는 식사 하세요 ㅎㅎ저도 밥먹고 올게요~,정상,피싱,100.0%,X
어제 밥은 맛있게 드셨어요? 밥먹고 연락드린다는 게 깜빡했네요!ㅎㅎ 네ㅎㅎ 시골 가셔서 식사는 맛있게 하셨나용? 네네 저희 어머니 음식 솜씨가 좋아서 맛있게 먹었어요~ 제가 싱거운 걸 싫어하니까 맞춰서 해주셨거든요 ㅎㅎ 어제 저녁때는 뭐하셨어요? 오 어머니 최고시네요ㅎㅎ! 전 어제 헬스 하고 어머니랑 티비봤어요ㅎㅎ 오 TV 프로그램은 뭐 좋아하세요? 저는 예능 프로그램 가끔 보거든요~~ 오늘 밤에도 재밌는 거 하더라고요. 내일이 벌써 월요일이네요ㅠㅠ 저도 예능 프로그램 좋아해요! 내일 출근하시겠네요?ㅠㅠ 네 맞아요... 회사의 노예.... 그쪽은 보통 평일에 훈련하세요?? 네 저도 내일 훈련이 있어요!! 전 그래도 달리기를 워낙 좋아해서 즐겁게 하고 있어요! 그쵸~ 운동선수는 보통 좋아해서는 못할 것 같아요! 혹시 그럼 올림픽도 출전하신 적 있으세요? 아뇨 올림픽은 출전 못해봤네용ㅠㅠ 그게 참 아쉬워요..ㅠㅠㅠ 그쪽은 회사 일은 어떠세용?ㅎㅎ 아하~~ 하긴 국가대표가 되는 것 자체가 엄청 힘들 것 같아요ㅠㅠ 회사는 다행히 같이 일하는 동료들이 좋아서 잘 다니고 있어요!! 오 다행이네요^^ 같이 일하는 동료들이 좋아야 일 할 맛이 나는 것 같아요..!! 맞아요~ 운동쪽도 텃세가 많다고 들었는데 어떠세요?! 힘들진 않으세요?ㅎㅎ 텃세가 있긴 한데 그래도 제가 성격이 워낙 낙천적이라 잘 적응하는 것 같아요!! 다행이죠? 낙천적이셔서 다행이에요 ㅎㅎ 내일 훈련이시면 일찍 주무셔야겠죠?!ㅠㅠㅎㅎㅎ 네ㅎㅎ 안그래도 이제 자러 가보려구용ㅎㅎ 저희 나중에 다시 대화해요~! 네~~ 안녕히 주무세요 ㅎㅎ 내일 훈련 화이팅 !,정상,피싱,92.6%,X
"좋은 아침이에요! 주말에 연락했었는데 벌써 이틀이 지나서 화요일이네요~ 네ㅎㅎ 좋은 아침입니다! 회사는 출근 잘 하시고 계신가요?! 네네 ㅎㅎ 저는 뭐 항상 비슷해요~ 바쁘게 출퇴근하고 저녁 때 집 와서 쉬고... 쉴 때는 주로 뭐하세요? 저는 쉴 때 어머니랑 쇼핑 종종 가요ㅎㅎ 둘다 쇼핑을 완전 좋아하거든요! 주말에도 어머니랑 TV 보셨다고 했었는데 되게 사이가 돈독해보여서 좋네요!ㅎㅎㅎ  네ㅎㅎ 사이가 무척 좋아요! 제가 외동딸이라서 더 그런 것 같아요!! 아~ 외동이시구나 ㅎㅎ 저는 여동생 하나 있어요! 저희도 엄마랑 셋이서 여자들끼리 더 친해요. 아빠보다 ㅋㅋㅋ 부럽네요! 전 여동생 있는 친구들 진짜 부럽더라구요ㅠㅠ 동생이랑 친하신가요?! 네!! 저는 주로 쇼핑할 때 동생이랑 같이 하러 가요~ 옷 사이즈도 비슷해서 같이 입기도 하거든요 ㅎㅎ!!!  완전 부럽네요!! 보기좋아요ㅎㅎ 전 형제가 없어서 그만큼 어머니랑 사이가 진짜 돈독하거든용 가족끼리 화목한 게 제일 복인 것 같아요!! 저도 어머니랑 아버지랑 어릴 때 여행을 많이 데려가주셔서 좋은 기억이 많아요 ㅎㅎ 저도 가족여행 종종 가는데 조만간 또 가려구용ㅎㅎ기대되네요! 대화하다 보니까 되게 외향적인 분이신 것 같아요! 운동선수이신데 헬스 따로 하시고 쇼핑, 여행 등등 바깥활동도 좋아하시구!!! 외향형 맞으세요?!ㅎㅎㅎ 네 전 완전 외향형이에요..ㅎㅎ 저 헬스 하러 갈 시간이라 가볼게요!! 다음에 또 대화해요!! 아아 네!! 저도 이제 회사 일 때문에 들어가봐야 해서 ㅎㅎ 또 대화해요!!!",정상,피싱,98.6%,X
"안녕하세요~ 한 주 동안 잘 지내셨어요? 벌써 또 6일 지나서 월요일이네요ㅎ_ㅎ 시간 참 빨라요.... 네^^ 벌써 또 월요일이네요ㅎㅎ.. 주말에는 뭐하셨어용? 최근 주말에도 어김없이 시골 갔었어요 ㅎㅎ 아버지 농사일 도우러 이번에는 동생도 다같이 갔어요~~ 그쪽은 데이트 하셨나요? 오 농사일 열심히 도와주시고 좋네요^^ 네 저는 지난 주말에 남친이랑 데이트 했어요ㅎㅎ! 영화 봤네용!! 영화 보는 것도 좋아하시나 봐요~! 어떤 장르 영화 보셨어요?!!ㅎㅎ 저는 액션 장르 좋아하거든요ㅎㅎ 영화 좋아하시나요? 네! 저도 자주는 못 보지만 영화 좋아해요 ㅎㅎ 저는 로맨스 영화 제일 좋아해요~~ 로맨스 영화도 재미있죠^^ 그나저나 싱거운 음식 싫어하신다고 하셨죠! 제가 주말에 쌀국수를 먹었는데 진짜 싱거워서 실망했거든요ㅠㅠ 헐 쌀국수도 은근 잘하는 집 찾기가 어렵더라고요 ,,, 데이트하면서 드신거라 더 실망이었겠어요ㅠ  그럼 그때 밥 드시고 영화 보고 데이트는 마무리하신건가요?!!  네ㅎㅎ 완전 실망했어요ㅠㅠ 네! 밥 먹고 영화 보고 마무리했어용!  에구 근데 밥이 별로라 더 아쉬우셨겠다,, 남친 분은 만난지 얼마나 되셨어요?? 그 분도 운동하시는 분이세요?! 저는1년 되었어요^^ 같이 육상하는 사람이에요ㅎㅎ 운동하다 만났습니당! 잘 만나고 있어요!! 오~ 직업이 같으면 말도 잘 통해서 좋을 것 같아요 ㅎㅎ 자만추가 최고인 것 같아요 ㅋㅋㅋ 맞아요ㅎㅎ 자만추가 진짜 좋죠!! 앗 저 헬스 갈 시간이네요! 이만 가봐야겠어요ㅠㅠ 나중에 또 대화해요~! 오 오늘도 헬스 가시는구나 ㅎㅎ 넵 열운하세요!!! 또 봬요~~",정상,피싱,95.0%,X
반갑습니다~ 친절한 여자 30대입니다~ㅎㅎ. 친절하면 인기 많겠군요 ㅎㅎ 저는 50대 여자입니다. 잘 부탁드려요~ 그냥 하는소리였어요~ㅎㅎ 주말이라서 영화좀 봤네요~ 영화 좋아해요? 그냥 하는 소리셨구나 ㅋㅋㅋ 영화는 가끔 봐요! 무슨 영화 보셨나요? 저도 전쟁영화를 가끔봐서~ 이번에 전쟁영화를 봤네요~ 정말인지 전쟁은 끔찍하네요~ㅠㅠ. 맞아요 ㅠㅠ 제가 가족들이랑 이야기를 많이 나누는데 항상 그 부분에 대해서 토론을 해요~ 그러시군요~ㅠㅠ 저는 가족들이랑 갈등이 있을때가 많네요...ㅠㅠ. 왜요? 가족들이랑 무슨 일이 있으셨나요~? 저희 가족 모두가 고집이 너무 쌔서... 서로 타협을 안해요... 아.. 그건 정말 고민이 많으시겠어요.. 다들 고집이 쎄면.. 누구의 잘못도 아니고~ DNA가 잘못한거죠~ 다 똑같아요~ 그렇죠~ DNA를 탓할 수밖에 없죠~ 가족인데요 뭘~ 맞아요~ㅎㅎ 그나저나 영화를 보고나니 윗나라에서 싸우는거 때문에 지금 난리도 아니네요~ 확실히 그렇습니다.. 이러다가 우리한테도 불똥이 튀는 것이 아닌지.. 이미 튈때로 튄것같아요~ 지금 물가를 보세요~ㅠㅠ. 아.. 물가적으로는 확실히 많이 텼네요~ 이 똥 누가 치워주려나~ 그러게요~ 빨리 끝났으면 좋겠어요~ㅠㅠ 잠시만요~ 누가 왔나봐요! 전쟁은 빨리 끝나야죠.. 네~ 일 보시고 오세요~,정상,피싱,100.0%,X
아까전에 친구가 와서 밥먹고~ 이야기하다가 갔네요~ㅎㅎ 식사는 하셨어요? 그러시구나~ 좋은 시간이셨겠네요~ 저도 밥 먹었습니다 ㅎㅎ. 친구가 이웃집인데~ 강아지 산책시키다가 한번씩 오네요~ㅋㅋ 뭐 드셨나요? 강아지 산책 뭔가 귀엽네요 ㅎㅎ TV 보면서 된장찌개 먹었네요~ 근데 남편이 계속 다큐멘터리를 틀어놔서 싸웠어요~ 저는 싫어해서. 그렇군요~ 저도 동생이랑 음악듣는걸로 자주 다퉈요~ 저는 K-POP을 자주 듣는데 동생을 싫어해서~ㅎㅎ. 아~ 확실히 성향이 맞지 않으면 다툼이 있네요 ㅎㅎ. 그나저나 친구녀석 넉살이 좋아서 저희집에 와서 밥달라고 하는게 너무 자연스러워요~ㅋㅋ. 넉살이 정말 좋네요~ 근데 그러면 기분 나쁘지 않으세요~? 그냥 들어와서는 어머니~ 밥 좀주세요~ 하는데~ 저희 어머니가 또 좋아하세요~ㅋㅋ. 그러면 다행이네요~ 어머니가 친절하시네 ㅎㅎ. 저희집안은 좀 무뚝뚝한편인데~ 이 친구는 밝은 성격이다보니까~ 은근히 애교도 부리고~ 아 ㅋㅋ 그러면 정말 다들 그 친구가 반갑겠네요 ㅎㅎ. 그러신가봐요~ㅎㅎ 어머니가 좋으면 된거죠~ㅎㅎ. 하긴요 ㅎㅎ 가족들이 허락했으면 좋은 거죠~ 그렇죠 뭐~ 저는 친구라서 상관은 없고요~ㅎㅎ. 그런 친구가 있으니 부럽네요~ 서로 의지하는 것 같기도 하고 ㅎㅎ. 그렇죠~ 정말 오래된 친구니까요~ 저는 조금 졸려서 낮잠 좀 잘게요~ 다음에 이야기해요! 평생 친구로 삼으세요~ 네~ 다음에 이야기해요~ 안녕히 주무세요~,정상,피싱,92.6%,X
"오랜만입니다! 그나저나 오늘 뉴스 보셨나요? 오랜만이에요~ 뉴스는 봤는데 무슨 뉴스 보셨나요? 러시아가 가격 상한제 협의하면 한국에게 보복하겠다고 하네요~ㅠㅠ. 아, 그 뉴스 봤어요! 정말 머리가 이상한 것 같아요.. 국제 정치는 너무 복잡한것 같아요~ 미국 때문에 따라는 가야되고 그냥 가자니 손해가 심하고... 정말 복잡하죠.. 그래도 미국을 따라가는 게 제일 합리적인 것 같아요~ 모르겠어요~ 이러다 제 2차 냉전 시작되는건가 싶어요~ 그러면 정말 세계적으로도 긴장일 텐데.. 러시아가 그만둬줬으면 좋겠네요 ㅠㅠ. 최악의 경우는 3차 세계대전이고요~ㅠㅠ 정말 고래싸움에 새우등이 다 터지네요~ㅠㅠ. 맞아요~ 세계 3차 대전이면 정말 다 죽는 거죠 뭐.. 누구를 위한 전쟁인가요.. 그러게나 말이에요~ 가끔은 전쟁이란게 이상하게 벌어지기도 하니까요~ 그렇네요.. 종교적으로도 전쟁도 했고.. 죽으면 다 소용 없는데 ㅠㅠ. 그냥 서로 평화롭게 살았으면 좋겠어요~ 그냥 사는것도 힘든데...ㅠㅠ. 맞아요~ 이럴 때 보면 정말 신이 없는 것 같기도 하고.. 아니면 정말로 있어서 천벌을 주는건가 싶기도 하네요~ 식사는 하셨나요? 저는 잘못한 것도 없는데 ㅠㅠ 아직 식사 전이네요! 그러게나 말입니다~ 배가 고프네요~ 식사하시고 연락해요! 네~ 저도 배고프네요~ 식사하시고 연락 주세요~",정상,피싱,100.0%,X
식사는 맛있게 하셨어요? 뭐 드셨나요? 순두부찌개 먹었습니다~ 맛있어요 ㅎㅎ 뭐 드셨어요? 저는 차돌짬뽕 먹고왔네요~ㅎㅎ 진한게 맛있네요~ㅎㅎ. 차돌짬뽕 좋죠~ 제가 배구를 가끔 하는데 오늘 마침 배구 동호회 가는 날이네요~ 그러시군요! ㅎㅎ 배구를 하시다니~ 키가 좀 크시나봐요! 저는 축구를 좋아하네요~ㅎ. 키가 조금 크긴 하네요~ 축구를 좋아하시는구나~ 저는 발로 하는 운동은 서툴러서 ㅎㅎ. 그렇군요~! 왠지 운동신경 엄청 좋으실 것 같은데~ 아뇨~ 발로 하는 건 정말 못 해요~ 그러시구나~ 안 그래도 요즘 여자 프로배구가 엄청 인기잖아요~ 맞아요~ @이름1@도 요즘 핫하고~ 예능에서 자주 보이더라고요 ㅎㅎ. @이름1@ 선수가 정말 유명하죠~ 재밌기도 하고 실력도 원탑이고~ 네~ 맞아요~ 하는 모습 봤는데 정말 잘하더라고요~ 맞아요~ 그에 반해 쌍둥이 배구선수들은 결국 퇴출 당했네요~ 걔네들은 정말 못된 애들이죠.. 퇴출 당할만 해요~ 그래도 결국 그리스로 갔더군요~ 어찌저찌 선수생활은 이어가네요~ 네~ 평생한 게 그거 뿐인데요~ 알아서 잘 하겠죠~ 다 본인 업보인거죠~ 잘 나가다가 한방에 훅 가네요~ 전화가 오네요~ 잠시만요! 그러네요~ 행동 조심했었어야 됐는데~ 네~ 통화하시고 오세요~,정상,피싱,99.9%,X
안녕하세요. 저는 30대 여성입니다. 안녕하세요. 저는 30대 여성입니다~ 같은 동년배네요~ 반가워요! 오늘 날씨가 무척 덥네요! 더운날씨를 싫어해서 참 힘들어요~ ㅎㅎ아 그러게요~~~ 저는 바람부는 날을 좋아하는데 ㅠㅠ 오늘 날씨가 아쉬워요... 그러니까말이에요! 날도 더운데 뭐하고 계세요? 저는 지금 여행가려고 계획표를 작성하고 있었어요~ 오~~ 여행 좋아하세요? 어디로 가시려구요? 홍콩은 가봤고...중국쪽은 많이 가봐서 이번에는 동남아로 가볼까 해요 ㅎㅎ 여행 좋아하시나요? 아~~ 네 그럼요! 여행 좋아해요! 몇박으로 가시게요? 한 5박 6일정도 가려구요~~~ 동남아 가 보셨어요? 네! 저 베트남가봤어요! 좋았던 기억이 많아서 추천드리고싶네요! 베트남의 커피가 그렇게 유명하다던데 저도 먹고싶네요~~ 뭐하고 계신가요? 저는 이제 집안일 하면서 가끔 듣는 팝음악들으려구요~ 가볼게요! 아아 네네 ㅎㅎ 집안일 화이팅 입니다^^ 저는 물건을 잘 잃어버려서 그런지 리모콘이 안 보이네요ㅠㅠ 찾으러가야겠어요.,정상,피싱,100.0%,X
집안일 끝나고 왔어요~ 2시간이나 걸렸네요! 뭐하고 계세요? 집안일이 보통 힘든게 아닌데~~ 고생하셨어요 ㅎㅎ 저는 헌혈 하러 왔어요! 우와~ 멋있네욧! 헌혈 자주하세요?ㅎㅎㅎ. 네 ㅎㅎ 아프긴 하지만 자주해요~~ 전 AB형인데 무슨 혈액형이에요~? 저는 비형이에요~ 에이비형은 귀해서 헌혈하면 참 좋겠네요! 그렇죠? ㅎㅎ 그러게요~~~ 헌혈 다 하고 마트가서 술을 좀 사가야 할 거같네요 ㅎㅎ. 엇 술은 왜요? 술 자주 드시나요?ㅎㅎ. 주말에 친구들을 초대했거든요~~~ 그래서 소주랑 맥주 등 여러 종류의 술을 사려구요 ㅎㅎ. 오~~ 저도 주류라면 다 좋아해요! 와인도 좋아하세요? 와인 너무 좋아합니다 ㅎㅎ 고급술 아닌가요~~? 하하 2만원짜리도 많아요~~ 주류백화점 가보신 적 있으세요? 아뇨 ㅎㅎ 아직 가보진 못했는데 가보고 싶은걸요~? 추천드릴께요! 주류 할인 많이하거든요! 아 아까 여행계획표 짜신다는건 다 짜셨나요? ㅎㅎ 네네 베트남으로 정했답니다~~ 커피 꼭 마셔보고 올게요^^,정상,피싱,100.0%,X
앗 제가 채팅하다가 1 시간동안 깜빡 낮잠을 잤네요~~ 마트 잘 다녀오셨어요? ㅎㅎㅎ 네네 3만원 이상 구매하니 마트에서 배달을 집까지 해 주더라구요~~ 좋은 세상이에요^^ 오~~ 정말 좋네욧! 친구분은 몇분이나 놀러오세요? 저 포함 6명정도와요~~~ 소주랑 맥주를 많이 사긴했는데 모자랄까봐 겁나네요 ㅎㅎ. 오~ 많이 오시네요! 안주는 어떤거 준비하실건가요? 저도 놀러가고 싶네요~~ 그러게요~우선 감바스랑 닭도리탕 등 하려고 하는데 또 추천 해 주실수 있나요? 오~~ 요리를 잘하시나봐요? 저는 모든 주류에 잘 어울리는 오뎅탕 추천드려요! 어떤가요? 요리를 좋아해요 ㅎ오뎅탕 약간 얼큰하게 끓여 먹으면 정말 맛있죠~~~ 오뎅탕 접수 받겠습니다 하하하. 부럽네요! 주량은 혹시 어떻게 되세요? ㅎㅎ. 저는 소주 2병까지는 거뜬히 마시는거 같아요 ㅎㅎ 잘 마시는 편인가요? 여자분인데 진짜 잘드시네요~ 저는 주량이 약해요.... ㅎㅎ 그래요~~~? 주량만큼만 즐겨 드시면 되죠 ㅎㅎ. 주량이 약학 편치고 주류를 좋아하는게 아이러니합니다! 전 이제 가끔 듣는다 말씀드렸던 팝음악을 들으려고 하는데 이제 뭐하실 거예요? 저도 집안일을 좀 해보려구요~~~ 다시 연락해요 ㅎㅎ.,정상,피싱,99.9%,X
어제 미처 연락을 또 못드렸어요~~ 오늘도 날이 더워요~ 제가 싫어하는 날씨 연속이네요! 휴 일어나셨나요? 네네 ㅎㅎ 아 근데 차키를 어디다 뒀는지 안 보이네요 ㅠㅠ. 앗 어디 나가셔야하나봐요! 여분의 키 없나요? 아시겠지만 제가 물건을 자주 잃어버리는 편이라서...분명 집에 있을거 같은데 ㅠㅠ 여분의 키도 안 보여요. 아... 정말 당황스러우시겠어요.. 급하면 택시타셔야하는거 아니에요? 그래야할거같아요~~~ 좀있다 다녀와서 찾아봐야죠! 아! 네 그리고 앞으로 물건 두는 곳을 정해두는거 어떠세요? 현관에 자석으로 거는 거치대가 있던데 거기에 늘 놓아야겠어요 ㅠㅠ 매일 정신없이 찾는것도 번거롭네요. 맞아요! 그럼 잃어버리는 걸 조금이라도 줄일 수 있을 거 같아서요! 오늘은 어디가세요? 감사합니다 ㅎㅎ 저는 종교가 있어서 교회를 가려구요~ 종교 있으신가요? 아~ 아니요! 저는 무교입니다.. 교회생활 재밌나요? ㅎㅎ 종교의 자유를 존중합니다~~~ 저는 기도드리고 나면 마음이 편안해지더라구요^^ 그렇군요^^ 그럼 오늘 교회 잘다녀오세요! 베트남 여행 후기도 다음에 꼭 들려주시구요! 알겠습니다^^좋은하루 보내세요~,정상,피싱,100.0%,X
